City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,noumea,-22.2763,166.4572,296.48,99,100,5.1,NC,1683828458
365,san jacinto,33.7839,-116.9586,298.11,65,53,2.24,US,1683828162
366,podgornoye,51.735,39.1496,285.27,47,0,3.0,RU,1683828459
367,kruisfontein,-34.0033,24.7314,289.2,86,91,7.54,ZA,1683828460
368,havre,48.55,-109.6841,289.3,63,75,2.57,US,1683828460
369,jiazi,22.8779,116.067,295.09,79,49,3.93,CN,1683828460
370,ad dawadimi,24.5077,44.3924,305.85,12,97,4.26,SA,1683828461
371,hauterive,46.0901,3.4459,285.57,82,88,1.87,FR,1683828461
372,ashkasham,36.6833,71.5333,279.06,47,96,0.58,AF,1683828461
373,kavaratti,10.5669,72.642,302.64,72,80,2.0,IN,1683828462
374,vylkove,45.4021,29.586,283.71,66,7,2.23,UA,1683828462
375,hasaki,35.7333,140.8333,286.6,53,19,3.65,JP,1683828462
376,inirida,3.8653,-67.9239,301.35,73,94,1.62,CO,1683828462
377,changji,44.0167,87.3167,294.59,17,0,2.0,CN,1683828468
378,margate,51.3813,1.3862,287.98,66,16,2.45,GB,1683828468
379,zemio,5.0314,25.1361,297.4,69,88,0.84,CF,1683828469
380,antsiranana,-12.2787,49.2917,297.77,81,3,5.46,MG,1683828469
381,las palmas,8.1333,-81.45,306.26,50,28,0.5,PA,1683828469
382,oriximina,-1.7656,-55.8661,302.27,74,97,1.75,BR,1683828469
383,kirksville,40.1948,-92.5833,293.12,94,100,4.63,US,1683828310
384,lagos,6.4531,3.3958,302.57,75,60,4.76,NG,1683828470
385,villajoyosa,38.5075,-0.2335,293.86,76,58,3.38,ES,1683828471
386,ierapetra,35.01,25.7353,291.56,65,100,5.81,GR,1683828471
387,westport,41.1415,-73.3579,300.87,33,0,7.2,US,1683828470
388,qusmuryn,52.4503,64.6311,284.55,59,71,3.93,KZ,1683828379
389,sept-iles,50.2001,-66.3821,284.29,53,25,2.68,CA,1683828419
390,rajmahal,25.05,87.8333,302.45,31,86,3.03,IN,1683828472
391,brookings,44.3114,-96.7984,297.84,69,0,4.63,US,1683828394
392,port alfred,-33.5906,26.891,289.92,88,91,0.89,ZA,1683828472
393,abeche,13.8292,20.8324,304.55,38,94,1.58,TD,1683828473
394,vorotynets,56.0603,45.8633,283.98,62,93,1.7,RU,1683828473
395,lata,40.1629,-8.3327,296.44,46,1,4.62,PT,1683828331
396,saint-philippe,-21.3585,55.7679,297.92,82,79,5.36,RE,1683828474
397,camargo,43.4074,-3.885,287.97,84,75,6.69,ES,1683828475
398,sukhodol,53.9006,51.2117,285.6,50,100,2.32,RU,1683828475
399,necochea,-38.5473,-58.7368,287.82,47,77,2.67,AR,1683828475
400,sorochinsk,52.4338,53.1583,286.08,51,100,2.96,RU,1683828476
401,pangody,65.85,74.4859,260.47,94,63,2.99,RU,1683828477
402,caleta de carquin,-11.0925,-77.6267,297.27,73,98,4.67,PE,1683828305
403,las heras,-46.5419,-68.9359,288.82,41,30,7.57,AR,1683828478
404,laishevo,55.4046,49.5504,285.27,63,41,4.9,RU,1683828478
405,villa dolores,-31.9459,-65.1896,295.97,47,91,2.03,AR,1683828479
406,el calafate,-50.3408,-72.2768,282.13,76,98,0.56,AR,1683828479
407,sur,22.5667,59.5289,305.38,43,0,1.14,OM,1683828480
408,walvis bay,-22.9575,14.5053,288.68,88,40,2.57,NA,1683828398
409,chesapeake,36.819,-76.2749,300.4,43,0,3.6,US,1683828431
410,baruun-urt,46.6806,113.2792,282.75,64,98,10.33,MN,1683828481
411,wajir,1.7471,40.0573,301.75,56,94,7.76,KE,1683828481
412,urengoy,65.9667,78.3667,260.32,96,92,3.39,RU,1683828482
413,colonia,40.5746,-74.3021,301.47,30,0,3.6,US,1683828421
414,znomenka,48.7128,32.6647,281.64,64,63,1.61,UA,1683828483
415,priozersk,61.0393,30.1291,284.76,56,100,3.44,RU,1683828483
416,kaga bandoro,6.9896,19.1874,296.99,82,94,1.73,CF,1683828440
417,basco,20.4487,121.9702,298.52,74,28,7.22,PH,1683828484
418,todos santos,23.45,-110.2167,295.82,40,1,5.22,MX,1683828485
419,loch garman,52.3342,-6.4575,286.6,89,94,2.68,IE,1683828485
420,pimentel,-6.8367,-79.9342,302.31,58,0,7.2,PE,1683828485
421,port lincoln,-34.7333,135.8667,287.67,70,87,5.09,AU,1683828350
422,kerikeri,-35.2268,173.9474,279.77,94,5,1.91,NZ,1683828486
423,shubarkuduk,49.1447,56.4872,290.24,56,100,3.76,KZ,1683828486
424,portland,45.5234,-122.6762,293.86,60,20,3.09,US,1683828250
425,urangan,-25.3,152.9,292.72,76,10,4.49,AU,1683828365
426,trujillo,-8.116,-79.03,298.13,73,97,4.63,PE,1683828487
427,dongola,19.1667,30.4833,309.64,8,7,3.49,SD,1683828471
428,magadan,59.5667,150.8,273.28,93,64,0.43,RU,1683828488
429,sorong,-0.8833,131.25,300.09,79,100,0.95,ID,1683828488
430,keetmanshoop,-26.5833,18.1333,295.78,24,77,5.47,NA,1683828489
431,mont-dore,-22.2833,166.5833,296.48,99,100,3.62,NC,1683828489
432,champasak,14.8833,105.8667,298.3,90,99,0.96,LA,1683828490
433,vila do maio,15.1333,-23.2167,300.59,84,4,7.67,CV,1683828490
434,ilembula,-8.9,34.5833,289.61,85,74,4.48,TZ,1683828491
435,xiaoshi,41.2971,124.1209,286.74,55,100,2.12,CN,1683828491
436,karratha,-20.7377,116.8463,296.53,43,10,3.23,AU,1683828491
437,mizdah,31.4451,12.9801,296.27,38,7,5.27,LY,1683828492
438,la maddalena,41.2142,9.4083,292.18,71,0,10.62,IT,1683828492
439,charlottetown,46.2352,-63.1267,289.69,36,20,4.92,CA,1683828492
440,minas de marcona,-15.2119,-75.1103,293.46,58,69,4.84,PE,1683828493
441,ribeira brava,32.65,-17.0667,295.44,59,100,3.55,PT,1683828486
442,alice springs,-23.7,133.8833,277.9,70,0,2.83,AU,1683828494
443,arraial do cabo,-22.9661,-42.0278,296.07,78,75,3.09,BR,1683828495
444,koungheul,13.9833,-14.8,314.53,12,18,3.56,SN,1683828495
445,enriquillo,17.9,-71.2333,304.97,54,100,5.07,DO,1683828496
446,mount pearl,47.5166,-52.7813,285.55,38,13,3.58,CA,1683828416
447,severo-yeniseyskiy,60.3725,93.0408,273.74,82,100,0.74,RU,1683828299
448,nichinan,31.6,131.3667,288.49,72,68,1.35,JP,1683828497
449,chkalovsk,56.7647,43.2433,283.12,81,63,2.17,RU,1683828497
450,auce,56.4598,22.9017,285.05,65,28,1.85,LV,1683828499
451,kyakhta,50.3508,106.4494,275.82,52,4,1.58,RU,1683828500
452,asan-maina village,13.4722,144.7165,300.54,92,40,1.54,GU,1683828501
453,zhigalovo,54.8097,105.1578,274.73,58,39,1.57,RU,1683828501
454,mbandaka,0.0487,18.2603,296.27,94,78,0.12,CD,1683828502
455,camarinas,43.1311,-9.1817,291.03,70,1,7.04,ES,1683828502
456,nova vicosa,-17.8919,-39.3719,299.26,71,66,3.82,BR,1683828503
457,lehighton,40.8337,-75.7138,299.86,26,0,2.68,US,1683828503
458,bechar,31.6167,-2.2167,306.64,9,12,2.94,DZ,1683828504
459,gilgit,35.9221,74.3087,290.25,35,100,1.73,PK,1683828504
460,lamu,-2.2717,40.902,299.28,84,54,4.83,KE,1683828505
461,tafuna,-14.3358,-170.72,300.12,89,40,3.09,AS,1683828506
462,virginia beach,36.8529,-75.978,300.4,44,75,1.54,US,1683828301
463,lautoka,-17.6167,177.4667,295.07,88,20,3.09,FJ,1683828507
464,al lagowa,11.4,29.1333,307.14,28,61,3.52,SD,1683828508
465,forbes,-33.3833,148.0167,282.71,70,0,2.04,AU,1683828469
466,pokrovsk,61.4781,129.1272,271.67,68,100,2.16,RU,1683828508
467,orlov,58.5395,48.8917,282.17,65,10,0.74,RU,1683828509
468,tabas,33.5959,56.9244,301.34,16,25,3.87,IR,1683828509
469,makushino,55.2103,67.2442,282.1,62,27,6.0,RU,1683828510
470,catanzaro,38.8908,16.5987,289.35,82,0,3.72,IT,1683828510
471,tucupita,9.0622,-62.051,308.41,35,99,2.14,VE,1683828511
472,daru,-9.0763,143.2092,298.63,94,100,6.85,PG,1683828377
473,raton,36.9034,-104.4391,289.49,29,0,8.75,US,1683828358
474,nagqu,31.5,92.0,267.85,77,100,0.82,CN,1683828512
475,eyl,7.9803,49.8164,300.87,82,100,6.59,SO,1683828513
476,barra de santo antonio,-9.4047,-35.5072,303.75,69,52,4.73,BR,1683828513
477,holualoa,19.6228,-155.9522,297.06,78,100,3.6,US,1683828323
478,nhamunda,-2.1861,-56.7131,301.19,83,85,1.57,BR,1683828424
479,shemordan,56.1856,50.3972,282.71,70,35,3.32,RU,1683828514
480,mugia,43.1041,-9.2179,291.02,70,1,7.46,ES,1683828278
481,san patricio,19.2167,-104.7,303.21,70,40,5.14,MX,1683828515
482,warrenton,-28.114,24.8475,291.31,27,24,2.52,ZA,1683828216
483,kailua-kona,19.6406,-155.9956,299.13,77,100,3.6,US,1683828515
484,paita,-5.0892,-81.1144,299.81,70,59,5.5,PE,1683828463
485,qarqaraly,49.4058,75.4742,289.35,45,99,3.42,KZ,1683828516
486,kotlas,61.2611,46.6556,283.86,77,89,1.96,RU,1683828517
487,arquitecto tomas romero pereira,-26.4833,-55.25,294.61,41,1,1.92,PY,1683828517
488,yelizovo,53.1873,158.3805,274.23,93,75,1.0,RU,1683828518
489,shitanjing,39.2342,106.3439,287.43,24,9,3.76,CN,1683828518
490,barcelona,41.3888,2.159,291.82,74,20,5.66,ES,1683828416
491,bukama,-9.2,25.85,295.3,65,16,0.83,CD,1683828519
492,pontal do parana,-25.6736,-48.5111,297.61,67,11,4.05,BR,1683828519
493,humaita,-7.5061,-63.0208,301.95,72,100,1.34,BR,1683828471
494,kapuskasing,49.4169,-82.4331,294.2,43,75,6.69,CA,1683828348
495,byron bay,-28.65,153.6167,287.01,85,36,1.29,AU,1683828520
496,berezovyy,51.6667,135.7,278.17,65,3,1.53,RU,1683828520
497,lianyuan,27.6883,111.6642,287.56,88,31,1.2,CN,1683828520
498,kolonia town,6.964,158.206,301.5,78,47,3.9,FM,1683828521
499,conneaut,41.9476,-80.5542,299.18,58,74,1.22,US,1683828521
500,temryuk,45.2722,37.3811,279.96,68,1,1.8,RU,1683828521
501,lensk,60.7253,114.9278,269.83,96,9,0.99,RU,1683828522
502,buenaventura,3.8801,-77.0312,303.94,67,75,3.36,CO,1683828523
503,ranau,5.9538,116.6641,294.89,98,65,0.3,MY,1683828524
504,tevriz,57.509,72.4042,277.73,53,70,4.27,RU,1683828525
505,ithaca,42.4406,-76.4966,299.33,44,0,5.14,US,1683828525
506,dryden,49.7833,-92.7503,296.2,39,18,2.55,CA,1683828526
507,mocimboa,-11.3167,40.35,297.4,87,11,3.24,MZ,1683828527
508,mount pleasant,32.7941,-79.8626,300.47,70,0,8.23,US,1683828498
509,midvagur,62.0511,-7.1939,284.61,71,100,3.09,FO,1683828527
510,santana,-0.0583,-51.1817,299.25,100,75,4.12,BR,1683828528
511,cavelossim,15.1726,73.9419,301.43,86,93,1.33,IN,1683828528
512,olinda,-8.0089,-34.8553,302.0,61,20,3.6,BR,1683828528
513,broken hill,-31.95,141.4333,283.55,55,53,1.2,AU,1683828529
514,poso,-1.3959,120.7524,298.07,93,97,3.32,ID,1683828529
515,piranhas,-16.4269,-51.8222,304.82,35,87,0.7,BR,1683828530
516,bac kan,22.1333,105.8333,294.18,91,71,1.4,VN,1683828530
517,chilaw,7.5758,79.7953,298.16,83,100,8.76,LK,1683828530
518,flying fish cove,-10.4217,105.6791,299.97,94,100,5.66,CX,1683828531
